domain,tld,category,severity,ip,ip_country,registered,notes
boozilyhaircap.cfd,cfd,,HIGH,,,,Confirmed by hagezi
borderlesspayments.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
borecressy.qpon,qpon,,HIGH,,,,Confirmed by hagezi
boresorson.cfd,cfd,,HIGH,,,,Confirmed by hagezi
boridesempexa.cyou,cyou,,HIGH,,,,Confirmed by hagezi
borishagamas.qpon,qpon,,HIGH,,,,Confirmed by hagezi
borntohelp188.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
borntohelp251.cyou,cyou,,HIGH,,,,Confirmed by mitchellkrogza
boronsbeverse.qpon,qpon,,HIGH,,,,Confirmed by hagezi
borrainfor.cyou,cyou,,HIGH,,,,Confirmed by hagezi
borsetanit.cyou,cyou,,HIGH,,,,Confirmed by hagezi
boscostreet.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
bosphorledgeratur.cyou,cyou,,HIGH,,,,Confirmed by hagezi
botagleeksimpresa.qpon,qpon,,HIGH,,,,Confirmed by hagezi
botedidymia.cfd,cfd,,HIGH,,,,Confirmed by hagezi
botellahummockkickoff.cyou,cyou,,HIGH,,,,Confirmed by hagezi
botsforb.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
botsfordte.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
bottierrangleneavil.cfd,cfd,,HIGH,,,,Confirmed by hagezi
bottledbruckle.cfd,cfd,,HIGH,,,,Confirmed by hagezi
bouffecubans.cfd,cfd,,HIGH,,,,Confirmed by hagezi
bougeebayingmealy.qpon,qpon,,HIGH,,,,Confirmed by hagezi
bounce.enteramazonup.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
bounce.increaseamazoncardyour.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
bounce.judgmentamazoncardneedupdate.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
bounce.needtoamazoncardstart.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
bourbongateway.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
bovidbesee.cfd,cfd,,HIGH,,,,Confirmed by hagezi
bowshock.cfd,cfd,,HIGH,,,,Confirmed by phishtank
box.midasbuy-global.cfd,cfd,,HIGH,,,,Confirmed by mitchellkrogza
boygame.cyou,cyou,,HIGH,,,,Confirmed by mitchellkrogza
bozzodivol.cyou,cyou,,HIGH,,,,Confirmed by hagezi
bphue.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
bpjgvv.icu,icu,,HIGH,,,,Confirmed by hagezi
bpost-pakkettendienst.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
bppr.premias-com.cyou,cyou,,HIGH,,,,Confirmed by mitchellkrogza
bpvpbv.icu,icu,,HIGH,,,,Confirmed by hagezi
bq2okgjfhn9v924z.cfd,cfd,,HIGH,,,,Confirmed by hagezi
bqlmhr.icu,icu,,HIGH,,,,Confirmed by hagezi
brackedignotus.cyou,cyou,,HIGH,,,,Confirmed by hagezi
bradesco.digitalnetempresas.sbs,sbs,,HIGH,,,,Confirmed by phishtank
bradesco.empresa.buzz,buzz,,HIGH,,,,Confirmed by phishtank
bradesco.netempresarialpj.sbs,sbs,,HIGH,,,,Confirmed by phishtank
bradesco.paraempresas.sbs,sbs,,HIGH,,,,Confirmed by phishtank
bradesco.praempresas.cfd,cfd,,HIGH,,,,Confirmed by phishtank
bradesco.praempresas.sbs,sbs,,HIGH,,,,Confirmed by phishtank
bradleyssgrv.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
bradywell.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
braenrouti.cyou,cyou,,HIGH,,,,Confirmed by hagezi
bragidylismtooken.cyou,cyou,,HIGH,,,,Confirmed by hagezi
braiseda.cyou,cyou,,HIGH,,,,Confirmed by mitchellkrogza
braisedn.cyou,cyou,,HIGH,,,,Confirmed by mitchellkrogza
brandlediscase.qpon,qpon,,HIGH,,,,Confirmed by hagezi
brarowmannetbigwigs.cfd,cfd,,HIGH,,,,Confirmed by hagezi
bravexsledger.cyou,cyou,,HIGH,,,,Confirmed by hagezi
brayersxematitlike.qpon,qpon,,HIGH,,,,Confirmed by hagezi
brazennibung.cfd,cfd,,HIGH,,,,Confirmed by hagezi
brazensstaling.cfd,cfd,,HIGH,,,,Confirmed by hagezi
brazesbubale.qpon,qpon,,HIGH,,,,Confirmed by hagezi
breardssercom.cfd,cfd,,HIGH,,,,Confirmed by hagezi
breimayanceworrel.cfd,cfd,,HIGH,,,,Confirmed by hagezi
breitenbeeg.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
breitenbegreen.cfd,cfd,,HIGH,,,,Confirmed by mitchellkrogza
brekkychukars.cyou,cyou,,HIGH,,,,Confirmed by hagezi
bremberbiaural.cfd,cfd,,HIGH,,,,Confirmed by hagezi
brianaoval.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
briceria.co-id.cfd,cfd,,HIGH,,,,Confirmed by mitchellkrogza
bricklylobbers.cfd,cfd,,HIGH,,,,Confirmed by hagezi
bridge-star.cfd,cfd,,HIGH,,,,Confirmed by hagezi
brightframe53.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
brilliantswitch53.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
brimhugo.qpon,qpon,,HIGH,,,,Confirmed by hagezi
brimsesugarer.cyou,cyou,,HIGH,,,,Confirmed by hagezi
bringalzolaist.qpon,qpon,,HIGH,,,,Confirmed by hagezi
brinnyyeta.qpon,qpon,,HIGH,,,,Confirmed by hagezi
brinshopqa.cyou,cyou,,HIGH,,,,Confirmed by hagezi
brionnastravenue.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
briquettwasome.qpon,qpon,,HIGH,,,,Confirmed by hagezi
briskbluffer.cfd,cfd,,HIGH,,,,Confirmed by hagezi
brisketleafboy.qpon,qpon,,HIGH,,,,Confirmed by hagezi
britisham12.cyou,cyou,,HIGH,,,,Confirmed by mitchellkrogza
brlhmwzfb.np9q2f3.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
brnyzr.icu,icu,,HIGH,,,,Confirmed by hagezi
broadusmt.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
brocardnizey.cfd,cfd,,HIGH,,,,Confirmed by hagezi
broidbaxtone.cfd,cfd,,HIGH,,,,Confirmed by hagezi
brokingcutheal.qpon,qpon,,HIGH,,,,Confirmed by hagezi
bronzaccan.cyou,cyou,,HIGH,,,,Confirmed by hagezi
broodsfilmdomfeedlot.cfd,cfd,,HIGH,,,,Confirmed by hagezi
broomfieldgsco.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
brople.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
brovixa.cyou,cyou,,HIGH,,,,Confirmed by hagezi
brt-poste.icu,icu,,HIGH,,,,Confirmed by phishtank
brt.alrpxi.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.ddyuld.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.dhyhde.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.etwwur.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.gxqoge.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.gyqpxc.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.hggdbz.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.hkxtqd.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.hvhbgn.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.hxejcm.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.iswppu.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.jjmpeh.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.jngndi.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.jvscpa.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.rbixzo.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.retcrm.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.rnqnli.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.rryzni.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.surrwa.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.tgewcl.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.tlxdya.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.urrqqj.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.vpyfak.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.wdzkis.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.xftatd.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.zhemxz.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.zrmrhp.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brt.zudxrf.buzz,buzz,,HIGH,,,,Confirmed by phishtank
brtzxv.cfd,cfd,,HIGH,,,,Confirmed by phishtank
brtzxv.sbs,sbs,,HIGH,,,,Confirmed by phishtank
brulemonty.cfd,cfd,,HIGH,,,,Confirmed by hagezi
brushjb.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
brutrequit.cfd,cfd,,HIGH,,,,Confirmed by hagezi
bruttsopra.cyou,cyou,,HIGH,,,,Confirmed by hagezi
bruzmax-work.aalmax9.cyou,cyou,,HIGH,,,,Confirmed by mitchellkrogza
bslbpb.icu,icu,,HIGH,,,,Confirmed by hagezi
bslrmbrdatkibsvr.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
bsozvycr.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
bt.murfcoin66v234gh8.cyou,cyou,,HIGH,,,,Confirmed by hagezi
bt4.o7mtmyik4ucqefhq.cyou,cyou,,HIGH,,,,Confirmed by hagezi
bt9ktw.cfd,cfd,,HIGH,,,,Confirmed by phishtank
btc-bit.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
bticloud.cyou,cyou,,HIGH,,,,Confirmed by mitchellkrogza
btjsvl.icu,icu,,HIGH,,,,Confirmed by hagezi
bty92u1epuwr71pk7ywf7fcljke5mpt6m8ih.cfd,cfd,,HIGH,,,,Confirmed by hagezi
buchkammer.sbs,sbs,,HIGH,,,,Confirmed by hagezi
buddhasoppy.cfd,cfd,,HIGH,,,,Confirmed by hagezi
buenashomogenrattier.qpon,qpon,,HIGH,,,,Confirmed by hagezi
buenolowsedgara.cyou,cyou,,HIGH,,,,Confirmed by hagezi
buenosalres.cfd,cfd,,HIGH,,,,Confirmed by hagezi
buftgc.icu,icu,,HIGH,,,,Confirmed by phishtank
bugfx.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
bugweedsnary.cfd,cfd,,HIGH,,,,Confirmed by hagezi
buhvjv.icu,icu,,HIGH,,,,Confirmed by hagezi
builtnutrition.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
buius.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
bujf.xrbtfev4hm5r7kk.cfd,cfd,,HIGH,,,,Confirmed by hagezi
buka-sesi-facebook-5123.xx-id.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
buka-sesi-facebook-9945.xx-id.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
bulloscate.cyou,cyou,,HIGH,,,,Confirmed by hagezi
bumbojaquimaodiums.qpon,qpon,,HIGH,,,,Confirmed by hagezi
bundersiding.cyou,cyou,,HIGH,,,,Confirmed by hagezi
bungalowstorage.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
buntersfrorenbiggies.cyou,cyou,,HIGH,,,,Confirmed by hagezi
bupsbp.icu,icu,,HIGH,,,,Confirmed by hagezi
burattrans.cyou,cyou,,HIGH,,,,Confirmed by hagezi
bursesinlands.cyou,cyou,,HIGH,,,,Confirmed by hagezi
burstedchowk.cfd,cfd,,HIGH,,,,Confirmed by hagezi
burstythroddymellows.qpon,qpon,,HIGH,,,,Confirmed by hagezi
busefervurdugololdu.sbs,sbs,,HIGH,,,,Confirmed by hagezi
businees-suppot-facobooek.cfd,cfd,,HIGH,,,,Confirmed by mitchellkrogza
busines-support-faecboock.cfd,cfd,,HIGH,,,,Confirmed by mitchellkrogza
business-center-help.cfd,cfd,,HIGH,,,,Confirmed by mitchellkrogza
business-page-ads.cfd,cfd,,HIGH,,,,Confirmed by mitchellkrogza
buttledarainsgleary.cfd,cfd,,HIGH,,,,Confirmed by hagezi
bututtriglyijma.qpon,qpon,,HIGH,,,,Confirmed by hagezi
butylicrinsing.qpon,qpon,,HIGH,,,,Confirmed by hagezi
buyablerefalls.cfd,cfd,,HIGH,,,,Confirmed by hagezi
buyingthierry.cfd,cfd,,HIGH,,,,Confirmed by hagezi
buzzecorse.cyou,cyou,,HIGH,,,,Confirmed by hagezi
buzzsawcodecs.cyou,cyou,,HIGH,,,,Confirmed by hagezi
bv1uktljih4r5gu9hftm8ozv11lx.cfd,cfd,,HIGH,,,,Confirmed by hagezi
bvseq-online.icu,icu,,HIGH,,,,Confirmed by hagezi+phishtank
bwjeannisso.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
bwkjgxptx747o48.cfd,cfd,,HIGH,,,,Confirmed by hagezi
bwzett.icu,icu,,HIGH,,,,Confirmed by hagezi
bxblfd.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
bxhsga.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
bxuanw.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
bxusbsk.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
byganedash.cyou,cyou,,HIGH,,,,Confirmed by hagezi
byldllaw.cyou,cyou,,HIGH,,,,Confirmed by mitchellkrogza
byteza.cyou,cyou,,HIGH,,,,Confirmed by hagezi
bytix.cyou,cyou,,HIGH,,,,Confirmed by hagezi
bytytxkz.icu,icu,,HIGH,,,,Confirmed by hagezi
byuerapk.bank-resmi.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
bzabwir.icu,icu,,HIGH,,,,Confirmed by hagezi
bzkqpdjhmvtyg.bond,bond,,HIGH,,,,Confirmed by mitchellkrogza
bzl9ype75j18gl.cfd,cfd,,HIGH,,,,Confirmed by hagezi
bzqqftz.icu,icu,,HIGH,,,,Confirmed by hagezi
bzu766.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
c.ake8.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
c.ujen6k652o7ph3ufrz7eux43rl.cfd,cfd,,HIGH,,,,Confirmed by hagezi
c0f73fdc8980f1cf517f62076083a94a.sbs,sbs,,HIGH,,,,Confirmed by hagezi
c0n4h5.cfd,cfd,,HIGH,,,,Confirmed by phishtank
c1rt3zbjg77wz4jb.cfd,cfd,,HIGH,,,,Confirmed by hagezi
c1ywla.cfd,cfd,,HIGH,,,,Confirmed by hagezi
c223081a800358d688eb485282bc5e21.cfd,cfd,,HIGH,,,,Confirmed by hagezi
c300317801510d46d99c0faa8b5e35f0.cfd,cfd,,HIGH,,,,Confirmed by hagezi
c4ksw3.cfd,cfd,,HIGH,,,,Confirmed by phishtank
c4xgnmef2huern.cyou,cyou,,HIGH,,,,Confirmed by hagezi
c634f0538bccadd616cefcc6fc4589d7.cfd,cfd,,HIGH,,,,Confirmed by hagezi
c78413d582.sbs,sbs,,HIGH,,,,Confirmed by hagezi
c8n3h0.cfd,cfd,,HIGH,,,,Confirmed by phishtank
c8t9czjeyur6ux.cfd,cfd,,HIGH,,,,Confirmed by hagezi
c8xvhr.sbs,sbs,,HIGH,,,,Confirmed by hagezi
ca.dmvijcx.sbs,sbs,,HIGH,,,,Confirmed by phishtank
ca.dmvuea.sbs,sbs,,HIGH,,,,Confirmed by phishtank
ca.dmvueh.sbs,sbs,,HIGH,,,,Confirmed by phishtank
ca.dmvueq.sbs,sbs,,HIGH,,,,Confirmed by phishtank
ca.dmvuhab.sbs,sbs,,HIGH,,,,Confirmed by phishtank
ca.dmvujnl.sbs,sbs,,HIGH,,,,Confirmed by phishtank
ca.dmvuol.sbs,sbs,,HIGH,,,,Confirmed by phishtank
ca.dmvuvee.sbs,sbs,,HIGH,,,,Confirmed by phishtank
ca.dmvuver.sbs,sbs,,HIGH,,,,Confirmed by phishtank
ca.dmvuvrs.sbs,sbs,,HIGH,,,,Confirmed by phishtank
ca.dmvuvza.sbs,sbs,,HIGH,,,,Confirmed by phishtank
ca.dmvuwea.sbs,sbs,,HIGH,,,,Confirmed by phishtank
ca.dmvuww.sbs,sbs,,HIGH,,,,Confirmed by phishtank
ca.dmvuwwe.sbs,sbs,,HIGH,,,,Confirmed by phishtank
ca.dmvyeh.sbs,sbs,,HIGH,,,,Confirmed by phishtank
ca.dmvyev.sbs,sbs,,HIGH,,,,Confirmed by phishtank
ca.dmvyez.sbs,sbs,,HIGH,,,,Confirmed by phishtank
ca.gov-zai.cfd,cfd,,HIGH,,,,Confirmed by phishtank
ca.tvbghbn.cyou,cyou,,HIGH,,,,Confirmed by phishtank
ca.wxzsdce.cyou,cyou,,HIGH,,,,Confirmed by phishtank
ca.zdfbjml.cyou,cyou,,HIGH,,,,Confirmed by phishtank
cabbagyflagger.qpon,qpon,,HIGH,,,,Confirmed by hagezi
cabotademp.cyou,cyou,,HIGH,,,,Confirmed by hagezi
cabritopindari.cfd,cfd,,HIGH,,,,Confirmed by hagezi
caccitronf.cyou,cyou,,HIGH,,,,Confirmed by hagezi
cache.netflix.com.my1.porpuse.cfd,cfd,,HIGH,,,,Confirmed by mitchellkrogza
cache.netflix.com.sg1.porpuse.cfd,cfd,,HIGH,,,,Confirmed by mitchellkrogza
cadcasdx1231z31zasdsad.sbs,sbs,,HIGH,,,,Confirmed by hagezi
caffisounnew.cyou,cyou,,HIGH,,,,Confirmed by hagezi
caicsarco.cyou,cyou,,HIGH,,,,Confirmed by hagezi
caikhoquethj.cyou,cyou,,HIGH,,,,Confirmed by mitchellkrogza
cainginburrocagmag.cfd,cfd,,HIGH,,,,Confirmed by hagezi
caitifafrete.qpon,qpon,,HIGH,,,,Confirmed by hagezi
caixadlrecta.cfd,cfd,,HIGH,,,,Confirmed by phishtank
cajaahorroo.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
caliteeschars.qpon,qpon,,HIGH,,,,Confirmed by hagezi
callosebraggleseorita.cyou,cyou,,HIGH,,,,Confirmed by hagezi
callpizzagram.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
calmledger.icu,icu,,HIGH,,,,Confirmed by hagezi
calpackcipherscubic.cyou,cyou,,HIGH,,,,Confirmed by hagezi
calvexsledger.cyou,cyou,,HIGH,,,,Confirmed by hagezi
calyxesmailie.cyou,cyou,,HIGH,,,,Confirmed by hagezi
camaligminchen.qpon,qpon,,HIGH,,,,Confirmed by hagezi
cambiamonacid.qpon,qpon,,HIGH,,,,Confirmed by hagezi
camelsfian.cyou,cyou,,HIGH,,,,Confirmed by hagezi
camelunspe.cyou,cyou,,HIGH,,,,Confirmed by hagezi
caminonattockdeturb.cfd,cfd,,HIGH,,,,Confirmed by hagezi
campabedel.cyou,cyou,,HIGH,,,,Confirmed by hagezi
campolargoboi.sbs,sbs,,HIGH,,,,Confirmed by hagezi
canadapostpostescanadaca.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
canamoreggae.qpon,qpon,,HIGH,,,,Confirmed by hagezi
canesbabool.cyou,cyou,,HIGH,,,,Confirmed by hagezi
canetonhappier.cfd,cfd,,HIGH,,,,Confirmed by hagezi
cangzhen.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
canhganuonhnonj.cyou,cyou,,HIGH,,,,Confirmed by mitchellkrogza
cantigasheep.qpon,qpon,,HIGH,,,,Confirmed by hagezi
cantingku.icu,icu,,HIGH,,,,Confirmed by hagezi
cantonsaunt.cfd,cfd,,HIGH,,,,Confirmed by hagezi
canyouhelp140.cyou,cyou,,HIGH,,,,Confirmed by mitchellkrogza
canyouhelp140.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
caoying.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
capcutsda.cyou,cyou,,HIGH,,,,Confirmed by hagezi
capersumiac.qpon,qpon,,HIGH,,,,Confirmed by hagezi
capi1taline.liveingwhitewater.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
capimain.amazonexpeditions.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
capletsyird.cfd,cfd,,HIGH,,,,Confirmed by hagezi
caplingfashesdzerin.cyou,cyou,,HIGH,,,,Confirmed by hagezi
cappiergeminal.cyou,cyou,,HIGH,,,,Confirmed by hagezi
capreolplainer.cyou,cyou,,HIGH,,,,Confirmed by hagezi
caprinejurane.cyou,cyou,,HIGH,,,,Confirmed by hagezi
caranethymele.cfd,cfd,,HIGH,,,,Confirmed by hagezi
card50.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
cardedcrannog.cfd,cfd,,HIGH,,,,Confirmed by hagezi
cargosonars.cfd,cfd,,HIGH,,,,Confirmed by hagezi
carianefphrauque.cyou,cyou,,HIGH,,,,Confirmed by hagezi
carkingchonk.cyou,cyou,,HIGH,,,,Confirmed by hagezi
carreauyajeine.cfd,cfd,,HIGH,,,,Confirmed by hagezi
carriedwinlesspases.cyou,cyou,,HIGH,,,,Confirmed by hagezi
cartaocontinte-ptrc.cfd,cfd,,HIGH,,,,Confirmed by phishtank
cartaocontinte-ptsz.cfd,cfd,,HIGH,,,,Confirmed by phishtank
cartaocontintene.cfd,cfd,,HIGH,,,,Confirmed by phishtank
cartaocontintenu.cfd,cfd,,HIGH,,,,Confirmed by phishtank
cartaocontintes.cfd,cfd,,HIGH,,,,Confirmed by phishtank
cartaocontintve.cfd,cfd,,HIGH,,,,Confirmed by phishtank
cartercente.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
cartesoam.cfd,cfd,,HIGH,,,,Confirmed by hagezi
cartyfuagetriseme.qpon,qpon,,HIGH,,,,Confirmed by hagezi
case-review662351931.liomzmed.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
case-review906585898.liomzmed.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
casino-1.cfd,cfd,,HIGH,,,,Confirmed by hagezi
casperlakes.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
cassinforges.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
catecarbor.cyou,cyou,,HIGH,,,,Confirmed by hagezi
catfishfatals.cyou,cyou,,HIGH,,,,Confirmed by hagezi
catodonacidoid.cfd,cfd,,HIGH,,,,Confirmed by hagezi
catrasoggo.cyou,cyou,,HIGH,,,,Confirmed by hagezi
caudalenfonce.cyou,cyou,,HIGH,,,,Confirmed by hagezi
caukinglodger.cfd,cfd,,HIGH,,,,Confirmed by hagezi
caulewisseway.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
caumpavings.qpon,qpon,,HIGH,,,,Confirmed by hagezi
cauralesolvedduroc.cfd,cfd,,HIGH,,,,Confirmed by hagezi
cautelspritty.cyou,cyou,,HIGH,,,,Confirmed by hagezi
cavamaolo.cyou,cyou,,HIGH,,,,Confirmed by hagezi
cavatesignory.cfd,cfd,,HIGH,,,,Confirmed by hagezi
cavdiacameistsnapped.cfd,cfd,,HIGH,,,,Confirmed by hagezi
cavortsunmake.qpon,qpon,,HIGH,,,,Confirmed by hagezi
caxr.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
cayucotomand.cyou,cyou,,HIGH,,,,Confirmed by hagezi
cayugascorded.cyou,cyou,,HIGH,,,,Confirmed by hagezi
cb1b6de0196a706cca7f618ce95e8485.icu,icu,,HIGH,,,,Confirmed by hagezi
cc.cloudad.icu,icu,,HIGH,,,,Confirmed by hagezi
ccc5156619.sbs,sbs,,HIGH,,,,Confirmed by hagezi
ccfff.cyou,cyou,,HIGH,,,,Confirmed by mitchellkrogza
ccifoam.amm-18.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
ccount-update.amazon.co.jp.4965279086568140c22684abf056e283.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
ccwhtappji.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
cd9694a9459927e939c2affc78736d9b.icu,icu,,HIGH,,,,Confirmed by hagezi
cdiuqa.icu,icu,,HIGH,,,,Confirmed by hagezi
cdmv.gov-danj.cfd,cfd,,HIGH,,,,Confirmed by mitchellkrogza
cdmv.gov-floj.cfd,cfd,,HIGH,,,,Confirmed by mitchellkrogza
cdmv.gov-gccs.cfd,cfd,,HIGH,,,,Confirmed by mitchellkrogza
cdmv.gov-tktn.cfd,cfd,,HIGH,,,,Confirmed by mitchellkrogza
cdn.anyshare.icu,icu,,HIGH,,,,Confirmed by hagezi
cdn.vue-js.cyou,cyou,,HIGH,,,,Confirmed by hagezi
cdncloud.icu,icu,,HIGH,,,,Confirmed by hagezi
cecalsukeyicker.qpon,qpon,,HIGH,,,,Confirmed by hagezi
cedarmn.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
cedarsdyewood.cfd,cfd,,HIGH,,,,Confirmed by hagezi
cedracause.cyou,cyou,,HIGH,,,,Confirmed by hagezi
cedrenemopane.qpon,qpon,,HIGH,,,,Confirmed by hagezi
cekdew.icu,icu,,HIGH,,,,Confirmed by hagezi
celebrate.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
celebsdongon.cfd,cfd,,HIGH,,,,Confirmed by hagezi
cemengrida.cyou,cyou,,HIGH,,,,Confirmed by hagezi
censesbefogsennett.qpon,qpon,,HIGH,,,,Confirmed by hagezi
censualminable.qpon,qpon,,HIGH,,,,Confirmed by hagezi
center.account-help-fanpage-business.cfd,cfd,,HIGH,,,,Confirmed by mitchellkrogza
center.business-verify-account-page.cfd,cfd,,HIGH,,,,Confirmed by mitchellkrogza
center.help-page-verify-business.cfd,cfd,,HIGH,,,,Confirmed by mitchellkrogza
center.support-business-page-meta.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
centrobelfasthermae.cfd,cfd,,HIGH,,,,Confirmed by hagezi
cerealrayful.cfd,cfd,,HIGH,,,,Confirmed by hagezi
ceresincostedpanini.qpon,qpon,,HIGH,,,,Confirmed by hagezi
cernter-online.icu,icu,,HIGH,,,,Confirmed by phishtank
ceronxsledger.cyou,cyou,,HIGH,,,,Confirmed by hagezi
ceruseraglans.cyou,cyou,,HIGH,,,,Confirmed by hagezi
ceshi.buzz,buzz,,HIGH,,,,Confirmed by mitchellkrogza
ceshi.qtwky.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
cesihyoun.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
cessingbrant.cyou,cyou,,HIGH,,,,Confirmed by hagezi
cessorataxy.cfd,cfd,,HIGH,,,,Confirmed by hagezi
cf.hk.1111r.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
cfdev.mashimaro.cyou,cyou,,HIGH,,,,Confirmed by mitchellkrogza
cgdirector.icu,icu,,HIGH,,,,Confirmed by hagezi
cgg3ex4w172ygyx7f9yxto4qo1.cfd,cfd,,HIGH,,,,Confirmed by hagezi
cguv93.xhuytw3pl9cn6vvizk.cyou,cyou,,HIGH,,,,Confirmed by hagezi
cgyk765.sbs,sbs,,HIGH,,,,Confirmed by mitchellkrogza
ch-onlinezahlung.cfd,cfd,,HIGH,,,,Confirmed by hagezi
chaberunsatin.cyou,cyou,,HIGH,,,,Confirmed by hagezi
chacalotnonj.cyou,cyou,,HIGH,,,,Confirmed by mitchellkrogza
chamitebodoni.cfd,cfd,,HIGH,,,,Confirmed by hagezi
changeiiy.icu,icu,,HIGH,,,,Confirmed by mitchellkrogza
